gsis_id,display_name,first_name,last_name,position,position_group,birth_date,rookie_season,draft_year,draft_round,draft_pick,college_name,height,weight,pfr_id
CAT276861,Greg Cater,Gregory,Cater,P,SPEC,1957-04-17,1980,1980.0,10.0,259.0,Tennessee-Chattanooga,72.0,191.0,CateGr20
CAT369148,Mike Caterbone,Michael,Caterbone,WR,WR,1962-02-17,1987,,,,Franklin and Marshall College,71.0,175.0,CateMi20
CAT461435,Tom Caterbone,Thomas,Caterbone,DB,DB,1964-06-29,1987,,,,Franklin and Marshall College,68.0,175.0,CateTh20
00-0029451,Sean Cattouse,Sean,Cattouse,DB,DB,1988-10-04,2012,,,,California,74.0,210.0,CattSe00
00-0022432,Jeremy Caudill,Jeremy,Caudill,DT,DL,1981-11-22,2006,,,,Kentucky,74.0,318.0,
00-0026012,Jehuu Caulcrick,Jehuu,Caulcrick,RB,RB,1983-08-06,2008,,,,Michigan State,72.0,250.0,CaulJe00
00-0035197,Rashard Causey,Rashard,Causey,DB,DB,1996-09-20,2019,,,,UCF,72.0,195.0,CausRa00
00-0027500,Mike Caussin,Michael,Caussin,TE,TE,1987-02-26,2010,,,,James Madison,77.0,243.0,CausMi00
00-0002827,Tom Cavallo,Tom,Cavallo,LB,LB,1971-04-21,1997,,,,Louisville,74.0,245.0,
00-0002828,Matt Cavanaugh,Matthew,Cavanaugh,QB,QB,1956-10-27,1978,1978.0,2.0,50.0,Pittsburgh,74.0,212.0,CavaMa00
00-0029833,Braxston Cave,Braxston,Cave,C,OL,1989-07-29,2013,,,,Notre Dame,75.0,305.0,CaveBr00
CAV474616,James Caver,James,Caver,WR,WR,1960-09-28,1983,,,,Missouri,69.0,175.0,
00-0020501,Quinton Caver,Quinton,Caver,LB,LB,1978-08-22,2001,2001.0,2.0,55.0,Arkansas,76.0,241.0,CaveQu20
00-0002831,Ben Cavil,Ben,Cavil,G,OL,1972-01-31,1997,,,,Oklahoma,74.0,310.0,CaviBe20
00-0019350,Kwame Cavil,Kwame,Cavil,WR,WR,1979-05-03,2000,,,,Texas,74.0,203.0,CaviKw00
00-0022823,Marko Cavka,Marko,Cavka,OT,OL,1981-04-04,2004,,,,Sacramento State,79.0,294.0,
00-0022221,Drew Caylor,Drew,Caylor,C,OL,1979-09-12,2004,,,,Stanford,77.0,288.0,
00-0002837,Curtis Ceaser,Curtis,Ceaser,WR,WR,1972-08-11,1995,1995.0,7.0,217.0,Grambling State,74.0,190.0,CeasCu20
00-0020519,Mike Cecere,Mike,Cecere,DE,DL,1978-05-10,2001,,,,Delaware,75.0,267.0,
00-0002838,Chuck Cecil,Charles,Cecil,FS,DB,1964-11-08,1988,1988.0,4.0,89.0,Arizona,72.0,184.0,CeciCh00
CEF415291,Jimmy Cefalo,James,Cefalo,WR,WR,1956-10-06,1978,1978.0,3.0,81.0,Penn State,71.0,190.0,CefaJi00
00-0025549,Brent Celek,Brent,Celek,TE,TE,1985-01-25,2007,2007.0,5.0,162.0,Cincinnati,76.0,255.0,CeleBr00
00-0028903,Garrett Celek,Garrett,Celek,TE,TE,1988-05-29,2012,,,,Michigan State,77.0,252.0,CeleGa00
00-0034872,Jonathan Celestin,Jonathan,Celestin,LB,LB,1995-11-21,2018,,,,Minnesota,73.0,232.0,CeleJo00
00-0021613,Oliver Celestin,Oliver,Celestin,DB,DB,1981-02-25,2004,,,,Texas Southern,72.0,207.0,CeleOl20
CEL553722,Mario Celotto,Mario,Celotto,LB,LB,1956-08-23,1978,1978.0,7.0,171.0,USC,75.0,228.0,CeloMa20
00-0002846,Larry Centers,Larry,Centers,FB,RB,1968-06-01,1990,1990.0,5.0,115.0,Stephen F. Austin State,72.0,225.0,CentLa00
CEP276861,Frank Cephous,Frank,Cephous,RB,RB,1961-07-04,1984,1984.0,11.0,283.0,UCLA,70.0,205.0,CephFr20
00-0039552,Joshua Cephus,Joshua,Cephus,WR,WR,2001-03-05,2024,,,,Texas-San Antonio,74.0,193.0,CephJo00
00-0036277,Quintez Cephus,Quintez,Cephus,WR,WR,1998-04-01,2020,2020.0,5.0,166.0,Wisconsin,73.0,208.0,CephQu00
00-0002850,Matt Cercone,Matthew,Cercone,TE,TE,1975-11-30,2000,,,,Arizona State,77.0,252.0,CercMa20
CER276861,Gordy Ceresino,Gordon,Ceresino,MLB,LB,1957-10-26,1979,,,,Stanford,72.0,224.0,CereGo20
00-0033176,Jake Ceresna,Jake,Ceresna,DE,DL,1994-07-09,2016,,,,Cortland State Of New York,77.0,295.0,CereJa00
00-0019959,Marq Cerqua,Marq,Cerqua,LB,LB,1977-04-03,2001,,,,Carson Newman; Furman,74.0,223.0,CerqMa20
00-0021542,Jacques Cesaire,Jacques,Cesaire,DE,DL,1980-08-30,2003,,,,Southern Connecticut State,74.0,295.0,CesaJa20
CES276861,Billy Cesare,William,Cesare,CB,DB,1955-06-02,1978,,,,Miami; Memphis,71.0,190.0,CesaWi20
00-0002852,Anthony Cesario,Anthony,Cesario,G,OL,1976-07-19,1999,,,,Colorado State,77.0,305.0,
CES553722,Sal Cesario,Salvatore,Cesario,G,OL,1963-07-04,1987,1986.0,12.0,328.0,Cal Poly (San Luis Obispo),76.0,255.0,CesaSa20
00-0034623,Andre Chachere,Andre,Chachere,DB,DB,1996-02-10,2018,,,,San Jose State,72.0,197.0,ChacAn00
00-0002856,Jeff Chadwick,Jeffrey,Chadwick,WR,WR,1960-12-16,1983,,,,Grand Valley,75.0,190.0,ChadJe00
00-0002857,Pat Chaffey,Patrick,Chaffey,RB,RB,1967-04-19,1991,1990.0,5.0,117.0,Oregon State,73.0,218.0,ChafPa00
00-0036286,K'Lavon Chaisson,K'Lavon,Chaisson,LB,LB,1999-07-25,2020,2020.0,1.0,20.0,LSU,75.0,255.0,ChaiKL00
00-0002860,Mike Chalenski,Michael,Chalenski,DE,DL,1970-01-28,1993,,,,UCLA; Pittsburgh,77.0,280.0,ChalMi20
00-0002861,Byron Chamberlain,Byron,Chamberlain,TE,TE,1971-10-17,1995,1995.0,7.0,222.0,Wayne State College; Missouri,73.0,264.0,ChamBy00
00-0026368,Chris Chamberlain,Chris,Chamberlain,LB,LB,1985-09-30,2008,2008.0,7.0,228.0,Tulsa,73.0,238.0,ChamCh99
00-0019570,Frank Chamberlin,Frank,Chamberlin,LB,LB,1978-01-02,2000,2000.0,5.0,160.0,Boston College,73.0,238.0,ChamFr20
00-0020446,Chris Chambers,Chris,Chambers,WR,WR,1978-08-12,2001,2001.0,2.0,52.0,Wisconsin,71.0,210.0,ChamCh00
00-0019828,Derrick Chambers,Derrick,Chambers,OT,OL,1978-01-28,2001,,,,Florida,76.0,317.0,
00-0022728,Kirk Chambers,Kirk,Chambers,OT,OL,1979-03-19,2004,2004.0,6.0,176.0,Stanford,79.0,315.0,ChamKi20
CHA121548,Rusty Chambers,Russell,Chambers,ILB,LB,1953-11-10,1975,,,,Tulane,73.0,218.0,ChamRu20
00-0041227,Tahj Chambers,Tahj,Chambers,LB,LB,2000-04-09,2026,,,,Mississippi; Missouri State,74.0,230.0,
CHA141806,Wally Chambers,Wallace,Chambers,DE,DL,1951-05-15,1974,,,,Eastern Kentucky,78.0,250.0,ChamWa00
00-0002867,Al Chamblee,Aldric,Chamblee,LB,LB,1968-11-17,1991,1991.0,12.0,314.0,Virginia Tech,73.0,240.0,ChamAl20
00-0002868,Corey Chamblin,Corey,Chamblin,DB,DB,1977-05-29,1999,,,,Tennessee Technological Univ,70.0,188.0,ChamCo20
00-0040496,Chaz Chambliss,Charles,Chambliss,LB,LB,2002-10-25,2025,,,,Georgia,73.0,244.0,ChamCh01
00-0035986,Tommy Champion,Tommy,Champion,OT,OL,1997-03-04,2020,,,,Mississippi State,77.0,320.0,ChamTo00
00-0027455,Chris Chancellor,Chris,Chancellor,CB,DB,1986-12-22,2010,,,,Clemson,69.0,180.0,
00-0027733,Kam Chancellor,Kameron,Chancellor,DB,DB,1988-04-03,2010,2010.0,5.0,133.0,Virginia Tech,75.0,225.0,ChanKa99
00-0002873,Robert Chancey,Robert,Chancey,RB,RB,1972-09-07,1997,,,,,72.0,252.0,ChanRo20
CHA202580,Al Chandler,Albert,Chandler,TE,TE,1950-11-18,1974,,,,Oklahoma,74.0,233.0,ChanAl00
00-0002876,Chris Chandler,Christopher,Chandler,QB,QB,1965-10-12,1988,1988.0,3.0,76.0,Washington,76.0,224.0,ChanCh00
00-0029400,Nate Chandler,Garland,Chandler,OT,OL,1989-06-01,2012,,,,UCLA,76.0,315.0,ChanNa00
00-0021226,Jeff Chandler,Jeffrey,Chandler,K,SPEC,1979-06-18,2002,2002.0,4.0,102.0,Florida,74.0,218.0,chandjef01
CHA283612,Karl Chandler,Karl,Chandler,C,OL,1952-02-15,1974,,,,Princeton,77.0,250.0,ChanKa20
CHA303870,Bob Chandler,Robert,Chandler,WR,WR,1949-04-24,1974,,,,USC,72.0,180.0,ChanBo00
00-0034496,Sean Chandler,Sean,Chandler,DB,DB,1996-04-27,2018,,,,Temple,70.0,200.0,ChanSe00
CHA324128,Thornton Chandler,Thornton,Chandler,TE,TE,1963-11-27,1986,1986.0,6.0,140.0,Alabama; Florida A&M,77.0,243.0,ChanTh00
00-0037276,Ty Chandler,Tykevious,Chandler,RB,RB,1998-05-12,2022,2022.0,5.0,169.0,North Carolina,71.0,204.0,ChanTy01
00-0031634,Tyson Chandler,Tyson,Chandler,OT,OL,1991-02-02,2015,,,,N.C. State,78.0,331.0,ChanTy00
CHA344386,Wes Chandler,Wesley,Chandler,WR,WR,1956-08-22,1978,1978.0,1.0,3.0,Florida,72.0,186.0,ChanWe00
00-0025516,Scott Chandler,William,Chandler,TE,TE,1985-07-23,2007,2007.0,4.0,129.0,Iowa,79.0,260.0,ChanSc00
00-0027814,Jamar Chaney,Jamar,Chaney,LB,LB,1986-10-11,2010,2010.0,7.0,220.0,Mississippi State,72.0,242.0,ChanJa98
CHA365910,Jermaine Chaney,Jermaine,Chaney,RB,RB,1973-04-06,1999,,,,Indiana,72.0,215.0,
00-0002885,Roger Chanoine,Roger,Chanoine,OT,OL,1976-09-11,1998,,,,Temple,76.0,305.0,ChanRo21
00-0028158,Shaun Chapas,Shaun,Chapas,RB,RB,1988-05-02,2011,2011.0,7.0,220.0,Georgia,74.0,244.0,ChapSh00
CHA405160,Clarence Chapman,Clarence,Chapman,DB,DB,1953-12-10,1976,1976.0,7.0,204.0,Eastern Michigan,70.0,185.0,ChapCl20
00-0019712,Doug Chapman,Doug,Chapman,RB,RB,1977-08-22,2000,2000.0,3.0,88.0,Marshall,70.0,213.0,ChapDo00
CHA415289,Ted Chapman,Edward,Chapman,DE,DL,1964-04-05,1987,,,,Maryland,75.0,260.0,ChapTe20
CHA425418,Gil Chapman,Gil,Chapman,WR,WR,1953-08-23,1975,1975.0,7.0,166.0,Michigan,69.0,180.0,ChapGi00
00-0029574,Josh Chapman,Joshua,Chapman,NT,DL,1989-06-10,2012,2012.0,5.0,136.0,Alabama,72.0,340.0,ChapJo00
00-0019482,Lamar Chapman,Lamar,Chapman,DB,DB,1976-11-06,2000,2000.0,5.0,146.0,Kansas State,72.0,186.0,ChapLa20
CHA445676,Mike Chapman,Michael,Chapman,C,OL,1961-02-10,1984,,,,Texas,76.0,250.0,ChapMi20
00-0020813,Robert Chapman,Robert,Chapman,LB,LB,1979-01-19,2004,,,,Southern,75.0,240.0,
00-0022640,Kory Chapman,Robrielle,Chapman,RB,RB,1980-07-13,2005,,,,Jacksonville State; Northwest Mississippi CC,73.0,202.0,ChapKo00
00-0033473,Devin Chappell,Devin,Chappell,DB,DB,1994-05-14,2017,,,,Oregon State,74.0,199.0,ChapDe00
00-0041344,Tyreek Chappell,Tyreek,Chappell,CB,DB,2002-11-22,2026,,,,Texas A&M,71.0,180.0,
CHA506450,Dave Chapple,David,Chapple,P,SPEC,1947-03-30,1974,,,,University of California-Santa Barbara,73.0,184.0,ChapDa20
CHA546966,Dick Chapura,Richard,Chapura,DT,DL,1964-06-15,1987,1987.0,10.0,277.0,Missouri,75.0,270.0,ChapDi20
00-0039165,Zach Charbonnet,Zachariah,Charbonnet,RB,RB,2001-01-08,2023,2023.0,2.0,52.0,UCLA; Michigan,73.0,220.0,CharZa00
00-0034777,DJ Chark,Darrell,Chark,WR,WR,1996-09-23,2018,2018.0,2.0,61.0,LSU,75.0,200.0,CharDJ00
00-0023256,Earl Charles,Earl,Charles,RB,RB,1982-09-11,2006,,,,Marshall,73.0,215.0,
00-0037156,Irvin Charles,Irvin,Charles,WR,WR,1997-04-13,2022,,,,"Indiana PA,  University of; Penn State",76.0,219.0,CharIr00
00-0026213,Jamaal Charles,Jamaal,Charles,RB,RB,1986-12-27,2008,2008.0,3.0,73.0,Texas,71.0,199.0,CharJa00
CHA567224,John Charles,John,Charles,DB,DB,1944-05-09,1974,,,,Purdue,72.0,205.0,CharJo20
CHA587482,Mike Charles,Michael,Charles,DT,DL,1962-09-23,1983,1983.0,2.0,55.0,Syracuse,76.0,283.0,CharMi20
00-0029414,Orson Charles,Orson,Charles,TE,TE,1991-01-27,2012,2012.0,4.0,116.0,Georgia,75.0,257.0,CharOr00
00-0036334,Saahdiq Charles,Saahdiq,Charles,OT,OL,1999-07-26,2020,2020.0,4.0,108.0,LSU,76.0,328.0,CharSa00
00-0030132,Stefan Charles,Stefan,Charles,DT,DL,1988-06-09,2013,,,,Regina,77.0,320.0,CharSt00
00-0021258,Terry Charles,Terry,Charles,WR,WR,1979-07-08,2002,,,,Portland State,75.0,207.0,
00-0023847,Jeff Charleston,Jeffrey,Charleston,DE,DL,1983-01-19,2007,,,,Idaho State; Western Oregon,76.0,265.0,CharJe99
CHA627998,Clifford Charlton,Clifford,Charlton,LB,LB,1965-02-16,1988,1988.0,1.0,21.0,Florida,75.0,240.0,CharCl20
00-0019654,Ike Charlton,Isaiah,Charlton,DB,DB,1977-10-06,2000,2000.0,2.0,52.0,Virginia Tech,71.0,204.0,CharIk20
00-0036320,Joseph Charlton,Joseph,Charlton,P,SPEC,1997-04-07,2020,,,,South Carolina,77.0,190.0,CharJo01
00-0033541,Taco Charlton,Vidauntae,Charlton,DE,DL,1994-11-07,2017,2017.0,1.0,28.0,Michigan,78.0,270.0,CharTa00
00-0002908,Martin Chase,Cecil,Chase,DT,DL,1974-12-19,1998,1998.0,5.0,124.0,Oklahoma,74.0,310.0,ChasMa20
00-0036900,Ja'Marr Chase,Ja'Marr,Chase,WR,WR,2000-03-01,2021,2021.0,1.0,5.0,LSU,72.0,205.0,ChasJa00
00-0002909,Matt Chatham,Matt,Chatham,LB,LB,1977-06-28,2000,,,,South Dakota,76.0,250.0,ChatMa20
00-0019997,Antonio Chatman,Antonio,Chatman,WR,WR,1979-02-12,2003,,,,Cincinnati; El Camino,68.0,185.0,ChatAn00
CHA729288,Cliff Chatman,Clifford,Chatman,RB,RB,1959-03-13,1982,1981.0,4.0,85.0,Central Oklahoma; Oklahoma,74.0,225.0,ChatCl20
00-0039764,Elijah Chatman,Elijah,Chatman,DT,DL,2000-12-05,2024,,,,SMU,72.0,278.0,ChatEl00
00-0020618,Jermaine Chatman,Jermaine,Chatman,CB,DB,1980-02-15,2004,,,,Arizona,71.0,182.0,
00-0020820,Jesse Chatman,Jesse,Chatman,RB,RB,1979-09-22,2002,,,,Eastern Washington,68.0,225.0,ChatJe00
CHA749546,Ricky Chatman,Ricky,Chatman,LB,LB,1962-01-04,1987,,,,LSU,74.0,230.0,ChatRi20
CHA769804,Laz Chavez,Lazarus,Chavez,LB,LB,1963-12-20,1987,,,,Iona College,72.0,220.0,ChavLa20
CHA790062,Eddie Chavis,Edward,Chavis,WR,WR,1963-07-12,1987,,,,Montclair State College,72.0,182.0,ChavEd20
00-0028207,Miguel Chavis,Miguel,Chavis,DE,DL,1988-10-26,2011,,,,Clemson,77.0,285.0,ChavMi00
CHA810320,Barney Chavous,Barney,Chavous,DE,DL,1951-03-22,1974,,,,South Carolina State,75.0,252.0,ChavBa20
00-0002919,Corey Chavous,Corey,Chavous,S,DB,1976-01-05,1998,1998.0,2.0,33.0,Vanderbilt,73.0,208.0,ChavCo00
00-0029321,Justin Cheadle,Justin,Cheadle,G,OL,1989-03-11,2012,,,,California,75.0,305.0,CheaJu00
CHE016163,Hal Chealander,Hal,Chealander,QB,QB,,1974,,,,Mississippi State,76.0,218.0,
00-0037360,Davis Cheek,Davis,Cheek,QB,QB,1999-02-26,2022,,,,Elon,75.0,217.0,CheeDa00
00-0032874,Joseph Cheek,Joseph,Cheek,OT,OL,1992-12-02,2016,,,,Texas A&M,79.0,311.0,
00-0002923,Louis Cheek,Louis,Cheek,OT,OL,1964-10-06,1988,1988.0,8.0,220.0,Texas A&M,78.0,288.0,CheeLo20
00-0019790,Steve Cheek,Stephen,Cheek,P,SPEC,1977-04-18,2004,,,,Humboldt State; UMass Amherst,76.0,200.0,CheeSt20
00-0036659,Camaron Cheeseman,Camaron,Cheeseman,LS,SPEC,1998-04-26,2021,2021.0,6.0,225.0,Michigan,76.0,237.0,CheeCa00
00-0002924,Michael Cheever,Michael,Cheever,C,OL,1973-06-24,1996,1996.0,2.0,60.0,Georgia Tech,76.0,293.0,CheeMi20
00-0028051,Chimdi Chekwa,Chimdi,Chekwa,DB,DB,1988-01-07,2011,2011.0,4.0,113.0,Ohio State,72.0,190.0,ChekCh00
00-0037819,Leo Chenal,Leo,Chenal,LB,LB,2000-10-26,2022,2022.0,3.0,103.0,Wisconsin,75.0,250.0,ChenLe00
00-0038493,Claudin Cherelus,Claudin,Cherelus,LB,LB,1999-02-09,2023,,,,Alcorn State; UMass Amherst,74.0,230.0,CherCl00
00-0026157,Gosder Cherilus,Gosder,Cherilus,OT,OL,1984-06-28,2008,2008.0,1.0,17.0,Boston College,79.0,316.0,CherGo20
00-0029986,Dewayne Cherrington,Dewayne,Cherrington,DT,DL,1990-08-03,2013,,,,Mississippi State,75.0,335.0,CherDe01
CHE296630,Tony Cherry,Anthony,Cherry,RB,RB,1963-02-08,1986,1986.0,9.0,240.0,Oregon; Riverside Community College,67.0,187.0,CherTo20
00-0032717,Demetrius Cherry,Demetrius,Cherry,DT,DL,1992-06-21,2016,,,,Arizona,78.0,300.0,CherDe02
00-0002927,Deron Cherry,Deron,Cherry,FS,DB,1959-09-12,1981,,,,Rutgers,71.0,185.0,CherDe00
00-0032664,Don Cherry,Don,Cherry,LB,LB,1994-09-27,2016,,,,Villanova,74.0,240.0,CherDo00
00-0018928,J'Juan Cherry,J'Juan,Cherry,DB,DB,1976-10-28,1999,,,,Arizona State,71.0,200.0,
00-0002928,Je'Rod Cherry,Je'Rod,Cherry,DB,DB,1973-05-30,1996,1996.0,2.0,40.0,California,73.0,210.0,CherJe20
00-0022229,Matt Cherry,Matt,Cherry,WR,WR,1981-12-14,2004,,,,Akron,73.0,203.0,
00-0002930,Mike Cherry,Michael,Cherry,QB,QB,1973-12-15,1997,1997.0,6.0,171.0,Murray State; Arkansas,76.0,225.0,CherMi00
CHE385619,Raphel Cherry,Raphel,Cherry,DB,DB,1961-12-19,1985,1985.0,5.0,122.0,Hawaii,72.0,194.0,CherRa20
CHE444945,Bill Cherry,William,Cherry,C,OL,1961-01-05,1986,,,,Middle Tennessee State,76.0,275.0,CherBi20
00-0026703,Jason Chery,Jason,Chery,WR,WR,1985-05-31,2009,,,,Louisiana-Lafayette,70.0,185.0,
CHE527660,Al Chesley,Albert,Chesley,LB,LB,1957-08-23,1979,1979.0,11.0,296.0,Pittsburgh,75.0,240.0,ChesAl20
00-0035393,Anthony Chesley,Anthony,Chesley,CB,DB,1996-05-31,2019,,,,Coastal Carolina,72.0,190.0,ChesAn00
CHE538160,Frank Chesley,Francis,Chesley,LB,LB,1955-07-14,1978,1978.0,6.0,157.0,Wyoming,75.0,219.0,ChesFr20
CHE548660,John Chesley,John,Chesley,TE,TE,1962-07-02,1984,1984.0,10.0,277.0,Oklahoma State,77.0,225.0,ChesJo20
00-0033464,Jehu Chesson,Jehu,Chesson,WR,WR,1993-12-20,2017,2017.0,4.0,139.0,Michigan,74.0,204.0,ChesJe00
CHE588410,Wes Chesson,Wesley,Chesson,WR,WR,1949-01-15,1974,,,,Duke,74.0,195.0,ChesWe00
00-0024271,Chris Chester,Christopher,Chester,G,OL,1983-01-12,2006,2006.0,2.0,56.0,Oklahoma,75.0,303.0,ChesCh21
00-0002938,Larry Chester,Larry,Chester,DT,DL,1975-10-17,1998,,,,Temple; Southwest Mississippi JC,74.0,325.0,ChesLa20
CHE601910,Raymond Chester,Raymond,Chester,TE,TE,1948-06-28,1974,,,,Morgan State,75.0,232.0,ChesRa00
00-0037594,Julius Chestnut,Julius,Chestnut,RB,RB,2000-10-26,2022,,,,Sacred Heart University,71.0,228.0,ChesJu00
00-0032923,Terrell Chestnut,Terrell,Chestnut,CB,DB,1991-12-10,2016,,,,West Virginia,71.0,188.0,ChesTe00
CHE604056,Joe Chetti,Joseph,Chetti,RB,RB,1963-11-19,1987,,,,C.W. Post Center,69.0,205.0,ChetJo20
00-0020312,Randy Chevrier,Randy,Chevrier,DT,DL,1976-06-06,2001,2001.0,7.0,241.0,McGill,74.0,291.0,ChevRa20
CHE755070,Jim Cheyunski,James,Cheyunski,LB,LB,1945-12-29,1974,,,,Syracuse,73.0,225.0,CheyJi20
00-0002942,Darrin Chiaverini,Darrin,Chiaverini,WR,WR,1977-10-12,1999,1999.0,5.0,148.0,Colorado; Beloit College; Riverside Community College,74.0,210.0,ChiaDa00
00-0024058,John Chick,John,Chick,DE,DL,1982-11-20,2010,,,,Utah State,76.0,255.0,ChicJo00
00-0031956,Anthony Chickillo,Anthony,Chickillo,LB,LB,1992-12-10,2015,2015.0,6.0,212.0,Miami,75.0,255.0,ChicAn00
CHI221488,Tony Chickillo,Anthony,Chickillo,NT,DL,1960-07-08,1984,1983.0,5.0,131.0,Miami,75.0,262.0,ChicTo20
00-0023732,Matthew Chila,Matthew,Chila,TE,TE,1981-09-10,2005,,,,Villanova,75.0,250.0,
00-0029238,Jamie Childers,James,Childers,TE,TE,1988-06-26,2014,,,,Coastal Carolina,76.0,250.0,ChilJa00
00-0023701,Brandon Childress,Brandon,Childress,WR,WR,1982-03-31,2005,,,,Ohio State,70.0,185.0,
00-0002944,Freddie Childress,Freddie,Childress,OT,OL,1966-09-17,1991,1989.0,2.0,55.0,Arkansas,76.0,320.0,ChilFr20
00-0002946,O.J. Childress,Orin,Childress,LB,LB,1976-12-06,1999,1999.0,7.0,231.0,Clemson,73.0,245.0,ChilO.20
00-0002947,Ray Childress,Raymond,Childress,DE,DL,1962-10-20,1985,1985.0,1.0,3.0,Texas A&M,78.0,272.0,ChilRa00
00-0040044,Zion Childress,Zion,Childress,DB,DB,2002-01-21,2025,,,,Kentucky; Texas State-San Marcos,71.0,195.0,ChilZi00
00-0029573,Greg Childs,Gregory,Childs,WR,WR,1990-03-10,2012,2012.0,4.0,134.0,Arkansas,75.0,217.0,ChilGr00
CHI498348,Henry Childs,Henry,Childs,TE,TE,1951-04-16,1974,1974.0,5.0,109.0,Kansas State,74.0,223.0,ChilHe00
CHI553720,Jimmy Childs,James,Childs,WR,WR,1956-08-09,1978,1978.0,4.0,97.0,Cal Poly (San Luis Obispo),74.0,194.0,ChilJi20
00-0002950,Jason Childs,Jason,Childs,OT,OL,1969-01-06,1993,,,,North Dakota,76.0,292.0,
00-0002951,Ron Childs,Ron,Childs,LB,LB,1971-09-18,1995,,,,Washington State,71.0,212.0,ChilRo20
00-0028517,John Chiles,John,Chiles,WR,WR,1988-10-09,2011,,,,Texas,74.0,210.0,ChilJo01
00-0022711,Brandon Chillar,Brandon,Chillar,ILB,LB,1982-10-21,2004,2004.0,4.0,130.0,UCLA,75.0,237.0,ChilBr20
00-0002952,Gene Chilton,Gene,Chilton,C,OL,1964-03-27,1986,1986.0,3.0,59.0,Texas,75.0,271.0,ChilGe20
00-0028740,Ugo Chinasa,Ugo,Chinasa,DE,DL,1988-07-30,2011,,,,Oklahoma State,77.0,263.0,ChinUg00
00-0036293,Jeremy Chinn,Jeremy,Chinn,SAF,DB,1998-02-26,2020,2020.0,2.0,64.0,Southern Illinois,75.0,216.0,ChinJe00
CHI719836,John Chirico,John,Chirico,RB,RB,1965-08-15,1987,,,,Columbia,72.0,220.0,ChirJo20
00-0035976,Dan Chisena,Daniel,Chisena,WR,WR,1997-02-25,2020,,,,Penn State,75.0,202.0,ChisDa00
00-0040563,Efton Chism III,Efton,Chism,WR,WR,2001-10-26,2025,,,,Eastern Washington,70.0,198.0,ChisEf00
00-0028452,Garrett Chisolm,Garrett,Chisolm,G,OL,1988-04-02,2011,,,,South Carolina; Trident Technical Coll.; Pikeville College,77.0,312.0,ChisGa00
00-0002958,Mark Chmura,Mark,Chmura,TE,TE,1969-02-22,1992,1992.0,6.0,157.0,Boston College,77.0,255.0,ChmuMa00
CHO237308,Putt Choate,Mark,Choate,LB,LB,1956-12-11,1987,,,,SMU,72.0,225.0,ChoaPu20
00-0035086,Adam Choice,Adam,Choice,RB,RB,1995-11-30,2019,,,,Clemson,68.0,210.0,ChoiAd00
00-0026262,Tashard Choice,Tashard,Choice,RB,RB,1984-11-20,2008,2008.0,4.0,122.0,Georgia Tech; Oklahoma,70.0,210.0,ChoiTa00
CHO474616,John Choma,John,Choma,G,OL,1955-02-09,1979,1978.0,5.0,135.0,Virginia,77.0,261.0,ChomJo20
00-0002961,Jason Chorak,Jason,Chorak,LB,LB,1974-09-23,1998,1998.0,7.0,236.0,Washington,76.0,256.0,ChorJa20
00-0032688,Robbie Chosen,Robert,Chosen,WR,WR,1993-05-09,2016,,,,Temple,75.0,185.0,AndeRo04
00-0002962,Wayne Chrebet,Wayne,Chrebet,WR,WR,1973-08-14,1995,,,,Hofstra,70.0,188.0,ChreWa00
00-0036729,Drue Chrisman,Drue,Chrisman,P,SPEC,1997-06-30,2021,,,,Ohio State,75.0,211.0,ChriDr00
00-0036968,Brady Christensen,Brady,Christensen,OT,OL,1996-09-27,2021,2021.0,3.0,70.0,BYU,78.0,300.0,ChriBr00
CHR207645,Jeff Christensen,Jeffrey,Christensen,QB,QB,1960-01-08,1983,1983.0,5.0,137.0,Eastern Illinois,75.0,202.0,ChriJe20
CHR290703,Todd Christensen,Todd,Christensen,TE,TE,1956-08-03,1979,1978.0,2.0,56.0,BYU,75.0,230.0,ChriTo00
00-0019006,Brandon Christenson,Brandon,Christenson,TE,TE,1977-05-10,2002,,,,Northwestern Oklahoma State University,73.0,249.0,
00-0032190,Gerald Christian,Gerald,Christian,TE,TE,1991-08-26,2015,2015.0,7.0,256.0,Louisville; Florida,75.0,250.0,ChriGe00
00-0034817,Geron Christian,Geron,Christian,OT,OL,1996-09-10,2018,2018.0,3.0,74.0,Louisville,77.0,302.0,ChriGe01
00-0020561,Kenny Christian,Kenneth,Christian,WR,WR,1978-07-11,2003,,,,Eastern Michigan,73.0,198.0,
00-0032786,Marqui Christian,Marqui,Christian,DB,DB,1994-10-27,2016,2016.0,5.0,167.0,Midwestern State,71.0,195.0,ChriMa00
00-0002970,Bob Christian,Robert,Christian,FB,RB,1968-11-14,1992,1991.0,12.0,310.0,Northwestern,71.0,232.0,ChriBo00
00-0035900,Cole Christiansen,Cole,Christiansen,LB,LB,1997-07-30,2020,,,,Army,73.0,230.0,ChriCo00
00-0002975,Steve Christie,Geoffrey,Christie,K,SPEC,1967-11-13,1990,,,,William & Mary,72.0,195.0,chrisste01
00-0035087,Taryn Christion,Taryn,Christion,QB,QB,1997-02-06,2019,,,,South Dakota State,74.0,225.0,ChriTa00
00-0035595,Demarcus Christmas,Demarcus,Christmas,DT,DL,1995-07-04,2019,2019.0,6.0,209.0,Florida State,75.0,302.0,ChriDe01
