gsis_id,season,games,att,cmp,yds,td,int,epa,passing_air_yards,passing_yards_after_catch,passing_first_downs,pacr,dakota,sacks,sack_yards,passing_2pt_conversions,display_name,first_name,last_name,position,birth_date,rookie_season,draft_year,draft_round,draft_pick,college_name,age,age_c,age_c2,experience,log_att,att_per_game,sack_rate,epa_per_att,epa_per_game,cmp_pct,td_rate,int_rate,ypa,epa_lag1,att_lag1,log_att_lag1,epa_per_att_lag1,dakota_lag1,delta_epa,delta_att,games_played,att_mean,att_std,epa_mean,epa_std,epa_per_att_mean,epa_per_att_std,ypa_mean,ypa_std,cmp_pct_mean,td_rate_mean,int_rate_mean,epa_min,epa_max,att_cv,epa_cv,epa_per_att_cv,games_positive_epa,pct_games_positive_epa
00-0005755,2001,16,504,316,3538.0,32,12.0,88.00339949688268,0.0,0.0,183.0,0.0,1.7938434562393095,26.0,114.0,1,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,31.51813826146475,3.1752404838018116,10.082152129973963,2,6.222576268071369,31.5,0.04905660377358491,0.174609919636672,5.500212468555167,0.626984126984127,0.06349206349206349,0.023809523809523808,7.01984126984127,134.47117808848,550.0,6.309918278226516,0.24449305106996364,2.041574793396366,-46.46777859159732,-46.0,,,,,,,,,,,,,,,,,,,
00-0005755,2002,16,528,328,3344.0,21,10.0,79.53785981271228,0.0,0.0,171.0,0.0,1.645622387010193,17.0,93.0,1,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,32.51745379876797,4.17455602110503,17.426917973344256,3,6.269096283706261,33.0,0.031192660550458717,0.15063988600892478,4.971116238294518,0.6212121212121212,0.03977272727272727,0.01893939393939394,6.333333333333333,88.00339949688268,504.0,6.222576268071369,0.174609919636672,1.7938434562393095,-8.465539684170395,24.0,,,,,,,,,,,,,,,,,,,
00-0005755,2003,13,392,225,2704.0,18,13.0,20.453884149777803,0.0,0.0,131.0,0.0,1.519435955280097,22.0,107.0,1,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,33.516769336071185,5.173871558408248,26.76894690290579,4,5.971261839790462,30.153846153846153,0.05314009661835749,0.052178275892290314,1.5733757038290617,0.5739795918367347,0.04591836734693878,0.03316326530612245,6.8979591836734695,79.53785981271228,528.0,6.269096283706261,0.15063988600892478,1.645622387010193,-59.08397566293448,-136.0,,,,,,,,,,,,,,,,,,,
00-0005755,2004,11,252,144,1731.0,10,9.0,-26.08541870958272,0.0,0.0,71.0,0.0,0.7586286097093717,25.0,108.0,0,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,34.51882272416153,6.1759249464985935,38.14204894478365,5,5.529429087511423,22.90909090909091,0.09025270758122744,-0.10351356630786793,-2.3714017008711563,0.5714285714285714,0.03968253968253968,0.03571428571428571,6.869047619047619,20.453884149777803,392.0,5.971261839790462,0.052178275892290314,1.519435955280097,-46.53930285936052,-140.0,,,,,,,,,,,,,,,,,,,
00-0005755,2005,6,173,102,937.0,3,6.0,-19.235567736679226,0.0,0.0,45.0,0.0,0.2929826247610091,6.0,34.0,0,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,35.51813826146475,7.175240483801812,51.484076000388455,6,5.153291594497779,28.833333333333332,0.0335195530726257,-0.11118825281317471,-3.205927956113204,0.5895953757225434,0.017341040462427744,0.03468208092485549,5.416184971098266,-26.08541870958272,252.0,5.529429087511423,-0.10351356630786793,0.7586286097093717,6.849850972903493,-79.0,,,,,,,,,,,,,,,,,,,
00-0005755,2006,8,188,116,1309.0,10,2.0,15.657653423836756,1586.0,546.0,61.0,6.974018434378415,0.7031690399326935,6.0,40.0,1,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,36.51745379876797,8.17455602110503,66.8233661421845,7,5.236441962829949,23.5,0.030927835051546393,0.08328539055232317,1.9572066779795945,0.6170212765957447,0.05319148936170213,0.010638297872340425,6.962765957446808,-19.235567736679226,173.0,5.153291594497779,-0.11118825281317471,0.2929826247610091,34.89322116051598,15.0,,,,,,,,,,,,,,,,,,,
00-0005755,2007,13,327,209,2440.0,13,4.0,49.41911268455459,2443.0,1129.0,112.0,14.127411606887136,1.7578437465628958,19.0,104.0,0,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,37.516769336071185,9.173871558408248,84.15991937017178,8,5.7899601708972535,25.153846153846153,0.05491329479768786,0.15112878496805685,3.801470206504199,0.6391437308868502,0.039755351681957186,0.012232415902140673,7.461773700305811,15.657653423836756,188.0,5.236441962829949,0.08328539055232317,0.7031690399326935,33.761459260717835,139.0,,,,,,,,,,,,,,,,,,,
00-0005755,2008,12,377,244,2712.0,12,6.0,41.30447470264246,2795.0,1193.0,125.0,12.635928405150828,1.5258966083316836,24.0,103.0,1,Jeff Garcia,Jeff,Garcia,QB,1970-02-24,1999,,,,San Jose State; Gavilan College,38.51882272416153,10.175924946498593,103.5494485167724,9,5.932245187448011,31.416666666666668,0.059850374064837904,0.10956094085581554,3.4420395585535384,0.6472148541114059,0.03183023872679045,0.015915119363395226,7.1936339522546415,49.41911268455459,327.0,5.7899601708972535,0.15112878496805685,1.7578437465628958,-8.114637981912132,50.0,,,,,,,,,,,,,,,,,,,
00-0005885,1999,12,318,188,2769.0,22,12.0,50.73148063700399,0.0,0.0,118.0,0.0,1.4594555434052896,27.0,223.0,0,Jeff George,Jeffrey,George,QB,1967-12-08,1990,1990.0,1.0,1.0,Illinois; Purdue,31.731690622861056,3.388792845198118,11.483916947665957,9,5.762051382780177,26.5,0.0782608695652174,0.15953295797799996,4.227623386416999,0.5911949685534591,0.06918238993710692,0.03773584905660377,8.70754716981132,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0005885,2000,6,192,113,1389.0,7,6.0,28.134116135275047,0.0,0.0,65.0,0.0,0.6684830642860201,11.0,85.0,0,Jeff George,Jeffrey,George,QB,1967-12-08,1990,1990.0,1.0,1.0,Illinois; Purdue,32.733744010951405,4.3908462332884675,19.279530644383524,10,5.2574953720277815,32.0,0.054187192118226604,0.1465318548712242,4.689019355879174,0.5885416666666666,0.036458333333333336,0.03125,7.234375,50.73148063700399,318.0,5.762051382780177,0.15953295797799996,1.4594555434052896,-22.597364501728944,-126.0,,,,,,,,,,,,,,,,,,,
00-0006212,1999,9,270,160,1697.0,9,8.0,-6.1633820938865895,0.0,0.0,81.0,0.0,0.5896951640586157,25.0,169.0,0,Kent Graham,Kent,Graham,QB,1968-11-01,1992,1992.0,8.0,211.0,Ohio State; Notre Dame,30.830937713894592,2.4880399362316545,6.1903427242836155,7,5.598421958998375,30.0,0.0847457627118644,-0.02282734108846885,-0.6848202326540656,0.5925925925925926,0.03333333333333333,0.02962962962962963,6.285185185185185,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0006212,2000,8,148,66,878.0,1,1.0,-34.8588977556456,0.0,0.0,37.0,0.0,0.1958549751415298,13.0,70.0,0,Kent Graham,Kent,Graham,QB,1968-11-01,1992,1992.0,8.0,211.0,Ohio State; Notre Dame,31.83299110198494,3.490093324322004,12.180751412477015,8,4.997212273764115,18.5,0.08074534161490683,-0.23553309294355135,-4.3573622194557,0.44594594594594594,0.006756756756756757,0.006756756756756757,5.9324324324324325,-6.1633820938865895,270.0,5.598421958998375,-0.02282734108846885,0.5896951640586157,-28.69551566175901,-122.0,,,,,,,,,,,,,,,,,,,
00-0006299,1999,11,115,61,753.0,2,3.0,-17.595211378774206,0.0,0.0,37.0,0.0,0.3898327520463933,12.0,78.0,0,Tony Graziani,Anthony,Graziani,QB,1973-12-23,1997,1997.0,7.0,204.0,Oregon,25.689253935660506,-2.653643842002431,7.041825640197423,2,4.74493212836325,10.454545454545455,0.09448818897637795,-0.15300183807629744,-1.599564670797655,0.5304347826086957,0.017391304347826087,0.02608695652173913,6.547826086956522,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0006300,1999,16,494,293,3360.0,22,13.0,46.79460941880345,0.0,0.0,162.0,0.0,1.598476981906212,26.0,170.0,0,Elvis Grbac,Elvis,Grbac,QB,1970-08-13,1993,1993.0,8.0,219.0,Michigan,29.05133470225873,0.7084369245957909,0.5018828761307423,6,6.202535517187923,30.875,0.05,0.09472592999757783,2.9246630886752154,0.5931174089068826,0.044534412955465584,0.02631578947368421,6.801619433198381,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0006300,2000,14,509,303,3848.0,22,13.0,56.60272229024737,0.0,0.0,181.0,0.0,1.4656268040938945,27.0,210.0,0,Elvis Grbac,Elvis,Grbac,QB,1970-08-13,1993,1993.0,8.0,219.0,Michigan,30.053388090349078,1.7104903126861402,2.9257771097931293,7,6.2324480165505225,36.357142857142854,0.05037313432835821,0.11120377660166478,4.043051592160526,0.5952848722986247,0.043222003929273084,0.025540275049115914,7.5599214145383105,46.79460941880345,494.0,6.202535517187923,0.09472592999757783,1.598476981906212,9.808112871443925,15.0,,,,,,,,,,,,,,,,,,,
00-0006300,2001,14,467,265,3033.0,15,18.0,-36.516165005120115,0.0,0.0,149.0,0.0,1.01798188036964,28.0,215.0,0,Elvis Grbac,Elvis,Grbac,QB,1970-08-13,1993,1993.0,8.0,219.0,Michigan,31.052703627652292,2.7098058499893547,7.343047744636529,8,6.1463292576688975,33.357142857142854,0.05656565656565657,-0.07819307281610303,-2.6082975003657225,0.5674518201284796,0.032119914346895075,0.03854389721627409,6.494646680942184,56.60272229024737,509.0,6.2324480165505225,0.11120377660166478,1.4656268040938945,-93.11888729536749,-42.0,,,,,,,,,,,,,,,,,,,
00-0006355,2000,8,236,142,2007.0,16,5.0,51.645357447682,0.0,0.0,91.0,0.0,0.8457460323273112,24.0,145.0,0,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,30.1492128678987,1.8063150902357634,3.262774205213434,7,5.4638318050256105,29.5,0.09230769230769231,0.21883626037153392,6.45566968096025,0.6016949152542372,0.06779661016949153,0.0211864406779661,8.504237288135593,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0006355,2001,16,523,296,3783.0,17,24.0,-7.79657193524726,0.0,0.0,176.0,0.0,1.263286646715799,39.0,198.0,2,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,31.148528405201915,2.805630627538978,7.871563218184759,8,6.259581464064923,32.6875,0.0693950177935943,-0.014907403317872391,-0.48728574595295376,0.5659655831739961,0.032504780114722756,0.045889101338432124,7.233269598470363,51.645357447682,236.0,5.4638318050256105,0.21883626037153392,0.8457460323273112,-59.44192938292926,287.0,,,,,,,,,,,,,,,,,,,
00-0006355,2002,16,470,287,3690.0,26,13.0,92.66052321899733,0.0,0.0,176.0,0.0,2.0858991596013947,26.0,141.0,0,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,32.14784394250513,3.804946164842196,14.477615317347336,9,6.152732694704104,29.375,0.05241935483870968,0.19715004940212197,5.791282701187333,0.6106382978723405,0.05531914893617021,0.027659574468085105,7.851063829787234,-7.79657193524726,523.0,6.259581464064923,-0.014907403317872391,1.263286646715799,100.45709515424458,-53.0,,,,,,,,,,,,,,,,,,,
00-0006355,2003,16,523,330,4039.0,24,12.0,99.95693825775682,0.0,0.0,198.0,0.0,1.674901697263779,20.0,130.0,0,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,33.14715947980835,4.804261702145414,23.08093050270115,10,6.259581464064923,32.6875,0.03683241252302026,0.19112225288290022,6.247308641109801,0.6309751434034416,0.045889101338432124,0.022944550669216062,7.722753346080306,92.66052321899733,470.0,6.152732694704104,0.19715004940212197,2.0858991596013947,7.296415038759491,53.0,,,,,,,,,,,,,,,,,,,
00-0006355,2004,16,556,369,4589.0,27,17.0,149.84341570446128,0.0,0.0,227.0,0.0,2.433586874868129,32.0,227.0,1,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,34.1492128678987,5.80631509023576,33.7132949270995,11,6.320768294250582,34.75,0.05442176870748299,0.26950254623104547,9.36521348152883,0.6636690647482014,0.048561151079136694,0.030575539568345324,8.253597122302159,99.95693825775682,523.0,6.259581464064923,0.19112225288290022,1.674901697263779,49.88647744670446,33.0,,,,,,,,,,,,,,,,,,,
00-0006355,2005,16,507,317,4014.0,17,10.0,76.87233051224709,0.0,0.0,182.0,0.0,2.0397824973110557,32.0,204.0,1,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,35.148528405201915,6.805630627538978,46.316608238496585,12,6.2285110035911835,31.6875,0.059369202226345084,0.15162195367307119,4.804520657015443,0.6252465483234714,0.03353057199211045,0.01972386587771203,7.9171597633136095,149.84341570446128,556.0,6.320768294250582,0.26950254623104547,2.433586874868129,-72.97108519221419,-49.0,,,,,,,,,,,,,,,,,,,
00-0006355,2006,8,198,121,1342.0,7,9.0,-7.431508433151999,1621.0,552.0,76.0,6.623989897161341,0.8744419628505669,24.0,127.0,0,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,36.14784394250513,7.804946164842196,60.917184636084905,13,5.288267030694535,24.75,0.10810810810810811,-0.03753287087450504,-0.9289385541439998,0.6111111111111112,0.03535353535353535,0.045454545454545456,6.777777777777778,76.87233051224709,507.0,6.2285110035911835,0.15162195367307119,2.0397824973110557,-84.3038389453991,-309.0,,,,,,,,,,,,,,,,,,,
00-0006355,2007,5,141,85,987.0,5,7.0,-2.9148037714302735,1182.0,434.0,51.0,4.373105611018312,0.3341582774793525,7.0,53.0,0,Trent Green,Trent,Green,QB,1970-07-09,1993,1993.0,8.0,222.0,Indiana,37.14715947980835,8.804261702145414,77.51502411986446,14,4.948759890378168,28.2,0.0472972972972973,-0.02067236717326435,-0.5829607542860546,0.6028368794326241,0.03546099290780142,0.04964539007092199,7.0,-7.431508433151999,198.0,5.288267030694535,-0.03753287087450504,0.8744419628505669,4.516704661721725,-57.0,,,,,,,,,,,,,,,,,,,
00-0006423,1999,14,442,258,3006.0,14,14.0,6.049619669249247,0.0,0.0,136.0,0.0,1.1361909410793678,27.0,176.0,0,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,24.45722108145106,-3.8856766962118776,15.098483387484052,1,6.091309882077698,31.571428571428573,0.057569296375266525,0.013686922328618206,0.4321156906606605,0.583710407239819,0.03167420814479638,0.03167420814479638,6.800904977375565,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0006423,2000,10,330,210,2606.0,19,4.0,83.17200812147622,0.0,0.0,133.0,0.0,1.1711483164888927,17.0,139.0,1,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,25.45927446954141,-2.8836233081215283,8.315283383141747,2,5.799092654460526,33.0,0.04899135446685879,0.25203638824689767,8.317200812147622,0.6363636363636364,0.05757575757575758,0.012121212121212121,7.8969696969696965,6.049619669249247,442.0,6.091309882077698,0.013686922328618206,1.1361909410793678,77.12238845222697,-112.0,,,,,,,,,,,,,,,,,,,
00-0006423,2001,15,451,275,2827.0,23,19.0,-18.20327517137901,0.0,0.0,150.0,0.0,1.1078259543395703,38.0,241.0,2,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,26.458590006844627,-1.8843077708183102,3.5506157751662695,3,6.111467339502679,30.066666666666666,0.07770961145194274,-0.04036202920483151,-1.213551678091934,0.6097560975609756,0.050997782705099776,0.04212860310421286,6.2682926829268295,83.17200812147622,330.0,5.799092654460526,0.25203638824689767,1.1711483164888927,-101.37528329285523,121.0,,,,,,,,,,,,,,,,,,,
00-0006423,2002,13,436,291,3214.0,15,15.0,34.78316395047424,0.0,0.0,156.0,0.0,1.32364321525402,34.0,237.0,0,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,27.457905544147845,-0.8849922335150922,0.7832112533820313,4,6.077642243349034,33.53846153846154,0.07234042553191489,0.07977789896897762,2.675627996190326,0.6674311926605505,0.034403669724770644,0.034403669724770644,7.371559633027523,-18.20327517137901,451.0,6.111467339502679,-0.04036202920483151,1.1078259543395703,52.98643912185325,-15.0,,,,,,,,,,,,,,,,,,,
00-0006423,2003,5,130,74,813.0,5,6.0,-41.82441770622223,0.0,0.0,36.0,0.0,0.2556038594071237,12.0,83.0,0,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,28.45722108145106,0.11432330378812239,0.013069817789031319,5,4.867534450455582,26.0,0.08450704225352113,-0.3217262900478633,-8.364883541244446,0.5692307692307692,0.038461538461538464,0.046153846153846156,6.253846153846154,34.78316395047424,436.0,6.077642243349034,0.07977789896897762,1.32364321525402,-76.60758165669647,-306.0,,,,,,,,,,,,,,,,,,,
00-0006423,2004,11,336,233,2632.0,20,12.0,57.68905681627179,0.0,0.0,126.0,0.0,1.141123066614198,26.0,169.0,0,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,29.45927446954141,1.1163766918784717,1.24629691816952,6,5.817111159963204,30.545454545454547,0.0718232044198895,0.17169362147699938,5.244459710570163,0.6934523809523809,0.05952380952380952,0.03571428571428571,7.833333333333333,-41.82441770622223,130.0,4.867534450455582,-0.3217262900478633,0.2556038594071237,99.51347452249402,206.0,,,,,,,,,,,,,,,,,,,
00-0006423,2005,6,174,112,1136.0,7,7.0,-8.606807005805628,0.0,0.0,54.0,0.0,0.3996886650871242,12.0,76.0,0,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,30.458590006844627,2.1156922291816898,4.4761536086197875,7,5.159055299214529,29.0,0.06451612903225806,-0.04946440807934269,-1.434467834300938,0.6436781609195402,0.040229885057471264,0.040229885057471264,6.528735632183908,57.68905681627179,336.0,5.817111159963204,0.17169362147699938,1.141123066614198,-66.29586382207742,-162.0,,,,,,,,,,,,,,,,,,,
00-0006423,2007,7,262,161,1803.0,10,12.0,0.2968209928833563,1940.0,894.0,82.0,6.432262678096662,0.5765308424760833,15.0,114.0,0,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,32.45722108145106,4.114323303788122,16.92765624809401,9,5.568344503761097,37.42857142857143,0.05415162454873646,0.0011329045529899094,0.04240299898333661,0.6145038167938931,0.03816793893129771,0.04580152671755725,6.8816793893129775,-2.2910763445718874,32.0,3.4657359027997265,-0.07159613576787148,0.0498480257322739,2.5878973374552436,230.0,,,,,,,,,,,,,,,,,,,
00-0006423,2008,5,184,110,1073.0,5,7.0,-23.08588721498619,1278.0,444.0,58.0,4.2431350071959715,0.1754623643324206,9.0,69.0,0,Brian Griese,Brian,Griese,QB,1975-03-18,1998,1998.0,3.0,91.0,Michigan,33.45927446954141,5.116376691878475,26.17731045319733,10,5.214935757608986,36.8,0.046632124352331605,-0.12546677834231626,-4.617177442997238,0.5978260869565217,0.02717391304347826,0.03804347826086957,5.831521739130435,0.2968209928833563,262.0,5.568344503761097,0.0011329045529899094,0.5765308424760833,-23.38270820786955,-78.0,,,,,,,,,,,,,,,,,,,
00-0006808,1999,14,426,245,2654.0,10,14.0,-29.428397470778535,0.0,0.0,127.0,0.0,0.6772472936518179,36.0,203.0,1,Jim Harbaugh,James,Harbaugh,QB,1963-12-23,1987,1987.0,1.0,26.0,Michigan,35.690622861054074,7.347725083391136,53.98906390109528,12,6.054439346269371,30.428571428571427,0.07792207792207792,-0.06908074523656933,-2.1020283907698953,0.5751173708920188,0.023474178403755867,0.03286384976525822,6.230046948356808,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0006808,2000,7,199,121,1389.0,8,10.0,8.725724241036671,0.0,0.0,65.0,0.0,0.5144838964381259,13.0,94.0,0,Jim Harbaugh,James,Harbaugh,QB,1963-12-23,1987,1987.0,1.0,26.0,Michigan,36.69267624914442,8.349778471481482,69.71880052281563,13,5.293304824724492,28.428571428571427,0.06132075471698113,0.043847860507721964,1.2465320344338102,0.6080402010050251,0.04020100502512563,0.05025125628140704,6.9798994974874375,-29.428397470778535,426.0,6.054439346269371,-0.06908074523656933,0.6772472936518179,38.15412171181521,-227.0,,,,,,,,,,,,,,,,,,,
00-0007091,2001,13,321,176,2023.0,7,8.0,-22.693224573314833,0.0,0.0,92.0,0.0,0.7840005621417246,38.0,251.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,25.935660506502394,-2.407237271160543,5.794791279664459,2,5.771441123130016,24.692307692307693,0.10584958217270195,-0.0706954036551864,-1.7456326594857563,0.5482866043613707,0.021806853582554516,0.024922118380062305,6.302180685358255,-0.7400779824452541,19.0,2.9444389791664403,-0.03895147276027653,0.027274049684933,-21.95314659086958,302.0,,,,,,,,,,,,,,,,,,,
00-0007091,2002,13,419,267,3075.0,15,10.0,59.857382871135094,0.0,0.0,157.0,0.0,1.414022225372884,26.0,143.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,26.934976043805612,-1.407921733857325,1.9822436086678166,3,6.037870919922137,32.23076923076923,0.058426966292134834,0.14285771568289998,4.604414067010392,0.6372315035799523,0.03579952267303103,0.02386634844868735,7.3389021479713605,-22.693224573314833,321.0,5.771441123130016,-0.0706954036551864,0.7840005621417246,82.55060744444992,98.0,,,,,,,,,,,,,,,,,,,
00-0007091,2003,16,513,313,3844.0,26,15.0,76.87820228175144,0.0,0.0,187.0,0.0,1.8166358675615475,42.0,246.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,27.93429158110883,-0.408606196554107,0.16695902386241354,4,6.240275845170769,32.0625,0.07567567567567568,0.14986004343421333,4.804887642609465,0.6101364522417154,0.050682261208576995,0.029239766081871343,7.49317738791423,59.857382871135094,419.0,6.037870919922137,0.14285771568289998,1.414022225372884,17.020819410616348,94.0,,,,,,,,,,,,,,,,,,,
00-0007091,2004,14,474,279,3390.0,22,15.0,60.633057532812295,0.0,0.0,177.0,0.0,1.5891341916193114,29.0,159.0,2,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,28.93634496919918,0.5934471915362423,0.3521795691422534,5,6.161207321695077,33.857142857142854,0.05765407554671968,0.12791784289622846,4.330932680915164,0.5886075949367089,0.046413502109704644,0.03164556962025317,7.151898734177215,76.87820228175144,513.0,6.240275845170769,0.14986004343421333,1.8166358675615475,-16.245144748939147,-39.0,,,,,,,,,,,,,,,,,,,
00-0007091,2005,16,450,294,3455.0,24,10.0,99.50947426170504,0.0,0.0,182.0,0.0,2.32545261522899,23.0,151.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,29.935660506502394,1.5927627288394568,2.536893110380113,6,6.1092475827643655,28.125,0.048625792811839326,0.22113216502601118,6.219342141356565,0.6533333333333333,0.05333333333333334,0.022222222222222223,7.677777777777778,60.633057532812295,474.0,6.161207321695077,0.12791784289622846,1.5891341916193114,38.87641672889274,-24.0,,,,,,,,,,,,,,,,,,,
00-0007091,2006,12,371,210,2442.0,18,15.0,-9.687878082558017,3722.0,792.0,125.0,8.366054105823343,0.8329347943691365,34.0,229.0,1,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,30.934976043805612,2.592078266142675,6.718869737809216,7,5.916202062607435,30.916666666666668,0.08395061728395062,-0.02611287892872781,-0.8073231735465014,0.5660377358490566,0.04851752021563342,0.04043126684636118,6.5822102425876015,99.50947426170504,450.0,6.1092475827643655,0.22113216502601118,2.32545261522899,-109.19735234426305,-79.0,,,,,,,,,,,,,,,,,,,
00-0007091,2007,16,562,352,3966.0,28,12.0,65.83427600115671,4650.0,1669.0,204.0,14.067755749728043,1.71113919276066,33.0,204.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,31.93429158110883,3.591393803445893,12.898109451429557,8,6.331501849893691,35.125,0.05546218487394958,0.11714283985970944,4.114642250072294,0.6263345195729537,0.0498220640569395,0.021352313167259787,7.056939501779359,-9.687878082558017,371.0,5.916202062607435,-0.02611287892872781,0.8329347943691365,75.52215408371472,191.0,,,,,,,,,,,,,,,,,,,
00-0007091,2008,7,209,109,1216.0,5,10.0,-35.89208779528974,1935.0,439.0,65.0,4.483847921832532,0.2256826168650645,19.0,119.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,32.936344969199176,4.593447191536239,21.099757101432157,9,5.342334251964811,29.857142857142858,0.08333333333333333,-0.1717324774894246,-5.12744111361282,0.5215311004784688,0.023923444976076555,0.04784688995215311,5.818181818181818,65.83427600115671,562.0,6.331501849893691,0.11714283985970944,1.71113919276066,-101.72636379644645,-353.0,,,,,,,,,,,,,,,,,,,
00-0007091,2009,14,488,293,3029.0,17,17.0,-54.19883075127592,3351.0,1713.0,146.0,13.800944792985078,0.6615870756009636,32.0,209.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,33.935660506502394,5.592762728839457,31.278994941095768,10,6.1903154058531475,34.857142857142854,0.06153846153846154,-0.11106317776900804,-3.8713450536625658,0.6004098360655737,0.03483606557377049,0.03483606557377049,6.206967213114754,-35.89208779528974,209.0,5.342334251964811,-0.1717324774894246,0.2256826168650645,-18.30674295598618,279.0,,,,,,,,,,,,,,,,,,,
00-0007091,2010,14,444,266,2998.0,12,17.0,-18.810071508288836,3870.0,1263.0,136.0,11.823511062001836,0.9520004137679298,29.0,174.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,34.93497604380561,6.592078266142675,43.45549586695061,11,6.095824562432225,31.714285714285715,0.0613107822410148,-0.04236502591956945,-1.3435765363063454,0.5990990990990991,0.02702702702702703,0.038288288288288286,6.752252252252252,-54.19883075127592,488.0,6.1903154058531475,-0.11106317776900804,0.6615870756009636,35.388759242987085,-44.0,,,,,,,,,,,,,,,,,,,
00-0007091,2011,16,518,319,3571.0,18,14.0,7.898979828312612,4129.0,1631.0,163.0,19.62974659192534,1.2277378675277264,19.0,153.0,0,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,35.93429158110883,7.591393803445893,57.6292598789967,12,6.249975242259483,32.375,0.035381750465549346,0.015248995807553305,0.49368623926953825,0.6158301158301158,0.03474903474903475,0.02702702702702703,6.8938223938223935,-18.810071508288836,444.0,6.095824562432225,-0.04236502591956945,0.9520004137679298,26.709051336601448,74.0,,,,,,,,,,,,,,,,,,,
00-0007091,2012,8,221,138,1367.0,7,5.0,-14.856309872997752,1707.0,557.0,71.0,6.316032171746534,0.3713525813530857,14.0,103.0,1,Matt Hasselbeck,Matthew,Hasselbeck,QB,1975-09-25,1999,1998.0,6.0,187.0,Boston College,36.936344969199176,8.593447191536239,73.84733463372207,13,5.3981627015177525,27.625,0.059574468085106386,-0.06722312159727489,-1.857038734124719,0.6244343891402715,0.03167420814479638,0.02262443438914027,6.1855203619909505,7.898979828312612,518.0,6.249975242259483,0.015248995807553305,1.2277378675277264,-22.755289701310364,-297.0,,,,,,,,,,,,,,,,,,,
